Address,Latitude,Longitude
"BORA CERVICE,BORA CERVICE,ULUBARI",26.1695995,91.7604302
"BORA CERVICE,BORA CERVICE,ULUBARI",26.1695995,91.7604302
"BHANGAGARH,BHANGAGARH,RAJGARH",26.1762736,91.7697612
"BHANGAGARH,BHANGAGARH,RAJGARH",26.1762736,91.7697612
"SILPUKHURI,SILPUKHURI, NAVAGRAHA ",26.1892957,91.7640251
"MALIGAON,MALIGAON",26.1536593,91.6768498
"BIRUBARI,BIRUBARI,KALAPAHAR",26.1600189,91.7436583
"BORAGAON,BORAGAON,JALUKBARI",26.1113792,91.6767108
"RUPNAGAR,BHANGAGARH",26.159614,91.7583899
"Appolo Clinic At Road, Graham Bazar, Dibrugarh, Assam 786001",27.4890114,94.9147597
"HM Hospital, AMC Rd, opposite Jyotsna cinema hall, Jalan Nagar Colony, Paltan bazar, Dibrugarh, Assam 786005",27.492145,94.928057
"SHANI MANDIR ROAD,BELGAUM",15.8696565,74.5009801
"SHANI MANDIR ROAD,BELGAUM",15.8696565,74.5009801
"MARKET YARD,BELGAUM",15.887306,74.5009781
"DISTRICT HOSPITAL ROAD,BELGAUM",15.8690499,74.5098042
"NIPPANI ROAD,BELGAUM",15.0208439,73.6795615
"DARBAR GALLI,BELGAUM",15.8624327,74.5133097
"KOLLAPUR CIRCLE,BELGAUM",15.8757752,74.5123112
"NIPPANI ROAD,BELGAUM",15.0208439,73.6795615
"srinagar colony,srinagar colony",17.4326155,78.4367333
"Mothinagar,Mothinagar",28.6582341,77.1329674
"Yousufguda,Yousufguda",17.4359812,78.4229971
"Yousufguda,Yousufguda",17.4359812,78.4229971
"Maduranagar,Yousufguda",17.438479,78.4336566
"Motinagar,Motinagar",28.6454212,77.1309433
"Sr nagar,Sr nagar",17.446074,78.4388296
"Sri nagar colony,srinagar colony",17.4326155,78.4367333
"Yousuguda,Ganapathi complex",17.4341099,78.4290565
"Ameerpet,Ameerpet",17.4391859,78.4394705
"Sr nagar,Sr nagar",17.446074,78.4388296
"madura nagar,Yousufguda",17.438479,78.4336566
"Ameerpet,Ameerpet",17.4391859,78.4394705
"Ameerpet,Ameerpet",17.4391859,78.4394705
"Sr nagar,Sr nagar",17.446074,78.4388296
"Erragadda,Erragada",17.4551315,78.4240509
"Ameerpet,Ameerpet",17.4391859,78.4394705
"Ameerpet,Ameerpet",17.4391859,78.4394705
"kachiguda,Hyderabad ",17.3879979,78.4902426
"kachiguda,Hyderabad ",17.3879979,78.4902426
"Narayanaguda,Hyderabad ",17.3973494,78.4872827
"Narayanaguda,Hyderabad ",17.3973494,78.4872827
"Narayanaguda,Hyderabad ",17.3973494,78.4872827
"Nallakunta,Hyderabad ",17.4003345,78.4987306
"Nallakunta,Hyderabad ",17.4003345,78.4987306
"Nallakunta,Hyderabad ",17.4003345,78.4987306
"Nallakunta,Hyderabad ",17.4003345,78.4987306
"Himayat nagar,Hyderabad ",17.4051614,78.480919
"Himayat nagar,Hyderabad ",17.4051614,78.480919
"Himayat nagar,Hyderabad ",17.4051614,78.480919
"Gandhinagar,Hyderabad ",17.416216,78.4890604
"Hyderguda,Hyderabad ",17.3939131,78.4780647
"Ramnagar,Hyderabad ",17.4125106,78.5027547
"Ramnagar,Hyderabad ",17.4125106,78.5027547
"Saroor nagar,Hyderabad ",17.3556615,78.5156947
"Malakpet,Hyderabad ",17.3722659,78.4860546
"Malakpet,Hyderabad ",17.3722659,78.4860546
"LB Nagar,Hyderabad ",17.3589247,78.5294001
"Lb Nagar,Hyderabad ",17.3589247,78.5294001
"Rock town,Hyderabad ",17.3613159,78.558752
"Kothapet,Hyderabad ",17.3726372,78.5375668
"Chaitanyapuri,Hyderabad ",17.3780936,78.5336147
"PUSHPA HOTEL CENTRE,SURYARAOPETA",16.5097867,80.6348424
"PUSHPA HOTEL CENTRE,SURYARAOPETA",16.5097867,80.6348424
"DORNAKAL ROAD,SURYARAOPETA",16.5122627,80.6329332
"NAKKAL ROAD,SURYARAOPETA",16.5116816,80.6294883
"PUSHPA HOTEL CENTRE,SURYARAOPETA",16.5097867,80.6348424
"HANUMAN JUNCTION ROAD,MAIN ROAD",16.6462176,80.7335208
"HANUMAN JUNCTION ROAD,MAIN ROAD",16.6462176,80.7335208
"Gajuwaka,BC Road",17.6781838,83.2073714
"Seethemepeta,-",18.6916507,83.8109058
"Gajuwaka,-",17.6849415,83.1964913
"Gajuwaka,-",17.6849415,83.1964913
"Akkayyapalem,Lalitha Nagar",17.7333092,83.2992876
"Seethemepeta,-",18.6916507,83.8109058
"Vizag,-",17.7380347,83.0977815
"KGH opp,-",17.7094513,83.3028745
"KGH up road,-",17.7108685,83.3012362
"Aruluva,-",45.6127425,-121.1751185
"KGH opp,-",17.7094513,83.3028745
"KGH opp,-",17.7094513,83.3028745
"KGH opp,-",17.7094513,83.3028745
"KGH opp,-",17.7094513,83.3028745
"Vizag,Jagadamba",17.7111222,83.300078
Phandi road,20.4746948,85.8854391
Popular nurshing home,45.5519617,-121.1752462
Sai kripa nurshing home,24.5525655,81.3017708
Cda,47.7017971,-116.8333764
Deula sahi,20.476056,85.8484821
Popolar nurshing home,47.6866895,-116.7922071
Ranihat,20.4682076,85.8886102
Shanti hospital,20.0035998,68.7140867
Manglabagh,20.4711116,85.8839357
Phandi road,20.4746948,85.8854391
Biju patnaik chak,20.875984,83.3913003
Phandi road,20.4746948,85.8854391
Phandi road,20.4746948,85.8854391
"College Chowk, Nr.Devi Nursing Home",30.6731595,73.090054
Cda,47.6926736,-116.8114024
Phandi road,20.4746948,85.8854391
Buxi bazar,20.4780522,85.8667411
Buxi bazar,20.4780522,85.8667411
Ring road,47.6980276,-116.7921845
Kathagola,20.4759316,85.8831822
Ranihat,20.4682076,85.8886102
College sqr,47.6980276,-116.7921845
Omp sqr,20.4564705,85.8990709
Jobra,40.747781,-8.4887201
"Arati pharma, Ravitalkies",20.244874,85.8358287
"Ananya Nurshing home, Badagada",20.2590481,85.8481058
Sara nurshing home,47.6980276,-116.7921845
Lingipur,20.2180013,85.8361856
Bana puri hospital,19.8136491,85.8285407
"Khordha ,palla",20.1722219,85.6114873
"Badagada, sawata medical store",19.6443138,84.4066067
Blue wheel Hospital,20.3095963,85.8514304
Firestation Square,53.4834266,-2.2752338
"Globalnurshing home, Rajmahal",29.2306704,78.1919981
Ruchika Nurshing home. Bermunda,32.3361425,-64.8137822
Kaibalya hospital,19.261654,72.9701861
Banapur hospital,19.7756523,85.126506
Ravitalkies,20.2448259,85.8376772
"Minati medical store, Bermunda",32.2968045,-64.8298695
Bjb nagar,20.2518524,85.8394746
"Sai Medicals , BjB Nagar",20.2451304,85.8412991
Bahmikhal,21.9284548,75.6531303
Kuhudi,19.8761661,85.3421505
Balugaon,20.1785753,85.1079082
"Sara Nurshing home, BJB Nagar",20.2540895,85.8432403
Sparsh hospital,20.6687311,74.1862632
Labanya medicine store,23.0990518,86.1139038
"Sun Flower Nurshing home, Satyanagar",20.2611265,85.8400766
Swarnadi Drug house,43.9929209,-102.2440988
"Shree Hospital, Ravi talkies",20.2483092,85.8388753
Tangi,45.5519618,-121.1752462
Ravitalkies Square,20.2446961,85.8361606
Tangi hospital,20.2420122,85.3683229
Banapur hospital,19.7756523,85.126506
"A.R.Maternity Clinic, CRP Square",20.2843107,85.8066023
Uttara,23.8766482,90.3576884
"Stree clinic, Ashok nagar",20.264587,85.8377421
Swarnadi Drug house,43.9929209,-102.2440988
Rajmahal square,20.261687,85.8340936
"Athana IVF Centre, IRC Village,",20.3061006,85.8143192
"Deepak Nurshing home, Saheed nagar",20.292353,85.8421645
"Sangita maternity care & Hospital, unit 6 , Airport traffic square.",45.5519617,-121.1752462
"Ganga nagar, unit 6, Bhubaneswar",20.2637504,85.8180697
"Satabdhi gyn clinic, Rajmahal",20.2828151,85.8309643
Tangible hospital,45.7036055,-121.332354
"Gayatri hospital, Nachuni",19.8265914,85.2751839
Maa Shakti Hospital,20.2585849,85.817921
"Health village hospital , IRC Village",20.2947667,85.814057
Maternity care hospital,45.5519617,-121.1752462
"Kar clinic, unit 4",20.2772092,85.8308099
"Genix infertility Care, kharvel nagar",20.2775766,85.8336376
Chandeswar,19.8973308,85.360583
"Auro Clinic, Bermunda",20.2752489,85.7905053
"Kar clinic, unit 4",20.2772092,85.8308099
"Athana IVF Centre, IRC Village",20.3061006,85.8143192
Gambharimunda,19.84687,85.2074375
"Balyashree , BJB Nagar",20.2559519,85.843966
Chanda pur Hospital,25.8229923,115.4870516
Maa Shakti Hospital,20.2585849,85.817921
"New care clinic, Rath road, bbsr",20.2802314,85.785912
Uttara,23.8766482,90.3576884
Vivekananda Hospital,19.881053,75.7842393
"INS chilika, Balugaon",19.7120384,85.17468
"Dumduma, Patrapada",20.2358952,85.7803723
"Yashoda Hospital IIIrd M, Nehru Nagar, Ghaziabad, Uttar Pradesh",28.6599537,77.4360824
"Yashoda Hospital IIIrd M, Nehru Nagar, Ghaziabad, Uttar Pradesh",28.6599537,77.4360824
"Ganesh Nursing Home II-C Nehru Nagar,III Ghaziyabad ",28.6623243,77.4366318
"Kancal ClinicA-10, Ashok Nagar Ghaziyabad",28.6782401,77.4258554
"Gunjan IVF WorldKhand-4, Indrapuram,Ghaziyabad",28.6397051,77.3757444
"Dr.Meenakshi Jindal ClinicBlock SJ,Shastri Nagar Ghaziyabad Utter Pradesh ",28.6657607,77.45402
Kailash Hospital Sector 27 Noida UP ,28.5774619,77.3291916
"Women and Wombs Care CliniqueVPO 20, Ground Floor, Shipra Krishna Vista Plaza, Dr Sushila Naiyar Marg, Ahinsa Khand 1, Indirapuram, Ghaziabad, Uttar Pradesh , Landmark: Near Indirapuram Habitat Centre & Opposite Indirapuram Post Office, Ghaziabad",28.6396531,77.3705115
Dr.Neha ClinicCabin No.222 B-22 Noida ,28.5542589,77.3374248
"Apollo Cardil Apr 26, 2023 · Dr. Latika Singh Sinsinwar practices at Apollo Cradle Hospital, Delhi-NCR-Greater Noida.",28.4973844,77.3079112
Raghavendra HospitalPlot Number 243 Shakti Khand- III Ghaziabad,28.6482442,77.3621508
"Fortis Hospital Sector-62,B-22,Gautam Buddh Nagar Pin-201309",28.6187084,77.3700086
"Dr.Punita Gupta ClinicShopping Complex, Sarojini Naidu Marg, Ahinsa Khand 1, Indirapuram,",28.6396531,77.3705115
"Ayush Clinic143, Sector 2C, Landmark: opposite to SG impression society, Vashundhra Ghaziabad",28.6702312,77.374374
"Narendra Mohan Hospital Loni Indristal Area ,Mohan Nagar Shahibabad,Ghaziyabad-201008",28.6794046,77.382352
"Narendra Mohan Hospital Loni Indristal Area ,Mohan Nagar Shahibabad,Ghaziyabad-201009",28.6794046,77.382352
"Dr Kusum Gupta ClinicDr. Zakir Hussen Marg, Sector 2, Rajendra Nagar, Noida, ",28.622626,77.2416093
"Narendra Mohan Hospital Loni Indristal Area ,Mohan Nagar Shahibabad,Ghaziyabad-201011",28.6794046,77.382352
"Narendra Mohan Hospital Loni Indristal Area ,Mohan Nagar Shahibabad,Ghaziyabad-201012",28.6794046,77.382352
"Dr.Manisha Gupta ClinicR-14/22, Raj Nagar Ghaziyabad UP",28.6779616,77.4447211
"Santosh Hospital 1-Ambedkar RD,Opp- Old Bus Stand, Maliwara ,Nehru Nagar Ghaziyabad 201002",28.669754,77.4296104
"Santosh Hospital 1-Ambedkar RD,Opp- Old Bus Stand, Maliwara ,Nehru Nagar Ghaziyabad 201003",28.669754,77.4296104
"Mediwin Hospital 12/73, Block 12, Raj Nagarn Extensation Ghaziyabad ",28.680619,77.4493853
"Dr.Alpna ClinicShop Number- 19, G T Road, Ghaziabad - 201001, Hari Nivas Market (Map).",28.6554238,77.3933104
"Santosh Hospital 1-Ambedkar RD,Opp- Old Bus Stand, Maliwara ,Nehru Nagar Ghaziyabad 201007",28.669754,77.4296104
"Women Wellness ClinicS-2 Ground Floor,Quantum Residency Raj Nagar Extn. Ghaziyabad pin-201017",28.7008562,77.4237066
"Vrinda Clinic12 Central Market, West Punjabi Bagh, New Delhi - 110026, Delhi",28.670778,77.1304045
"CK Birla Hospital57/41, Punjabi Bagh (West), Landmark: Opp Punjabi Bagh Club, Delhi",28.6675026,77.1292892
"Param Tej Sehra Medical Centre29, N W A Club Road, Landmark: Near SBI Bank, Punjabi Baag  Delhi",28.6666097,77.1217968
"Maharaja Agrasen HospitalDwaraka Flyover, Pocket 4, Sector 1 Dwarka.",28.593565,77.0756569
"Agarwal Obs and Gynae ClinicA-2, Shop Number 5, DDA Market, Landmark: Near CA Apartments, Paschim Vihar Delhi",28.6725078,77.1005294
"Surgery & Gynaecare ClinicB-3/18, Paschim Vihar, New Delhi, Delhi",28.6679112,77.0967765
"Dr. A V S Gupta ClinicPD-16-A, Pitampura. Delhi 110034. Landmark: Near ND Market, Delhi",28.6988389,77.126053
"Progeny IVF - ICSI Centre29, North West Avenue, Club Road, West Punjabi Bagh., Landmark: Opposite SBI Bank, Delhi",28.6671166,77.1148643
"CK Birla Hospital57/41, Punjabi Bagh (West), Landmark: Opp Punjabi Bagh Club, Delhi",28.6675026,77.1292892
"Sehgal Nursing HomeA6, Second Floor, Panchwati, Opp. Azadpur Sabzi Mandi,, Landmark: Metro Pillar No-84, Adarsh Nagar, Delhi",28.7144729,77.1700891
"Healthy Human Clinics19, 1st Floor, Sandesh Vihar, Landmark: Near Kohat Enclave Metro station, Delhi",28.6923699,77.1383498
"Gyn ClinicC-15, Community Centre, Landmark: Near Gurudwara, Delhi",28.5799514,77.0791127
"The Surgery and Gynae Clinic1st Floor, B2 Block, DDA Market, Landmark: Near Jwalaheri Market, Paschim Vihar Delhi",28.6729534,77.1004743
"The ClinicD-11, Pushpanjali Enclave, Landmark: Gate Number 5 Pushpanjali Enclave, Delhi",28.6912406,77.1160059
"CK Birla Hospital57/41, Punjabi Bagh (West), Landmark: Opp Punjabi Bagh Club, Delhi",28.6675026,77.1292892
"Max Super Speciality Hospital108 A, Indraprasth Extension, Landmark: Opposite Sanchar Apartments, Delhi",28.6277268,77.1606102
"Dr. Madhu Gupta's Maternity & GynaeBG-2/3A & 6A, Baba Ramdev Marg, Landmark: Burger King, Paschim Vihar Delhi",28.6675943,77.1093289
"Cloudnine Hospital - Punjabi Bagh80/1, Northwest Avenue Road,next to Club Road, Apts, Punjabi Bagh, New Delhi, Delhi, Landmark: near Pal Mohan apartments, Delhi",28.6657706,77.1251444
"Cloudnine Hospital - Punjabi Bagh80/1, Northwest Avenue Road,next to Club Road, Apts, Punjabi Bagh, New Delhi, Delhi, Landmark: near Pal Mohan apartments, Delhi",28.6657706,77.1251444
"Panchsheel HospitalC-3/63-A, 64-A opp. Gokulpuri police station Wazirabad Road, Landmark: Yamuna Vihar (C-Block) Bus Stand, Delhi",28.701766,77.2772017
"Cloudnine HospitalKhasra Number 26/2/2, Keshopur, Outer Ring Road, Delhi",28.5465812,77.09359
"Dr. Noor Dharmarha ClinicPunjabi Bagh, House Number 18 Road number 70 Delhi",28.668455,77.1214026
"Navjeevan HospitalA-12, Outer Ring Road, Pushpanjali Enclave, Landmark: Opposite Jaipur Golden Red Light., Delhi",28.6948573,77.1062164
"Park HospitalNumber 12, Meera Enclave, Bus Depot,Outer Ring Road,Vishnu Garden,New Delhi, Landmark: Near Keshopur, Sabji Mandi, Delhi",28.651782,77.0905911
"Aksh Clinic175, Avtar Enclave, Landmark: opposite dominos pizza, Paschim Vihar Delhi",28.672593,77.0965255
"Gynae Bliss ClinicB 17, New Multan Nagar, Rohtak Road (5 min From Paschim Vihar West Metro Station), Landmark: Opposite Pillar Number 227, Delhi",28.6680137,77.0881139
"57/41, Punjabi Bagh (West), Landmark: Opp Punjabi Bagh Club, Delhi57/41, Punjabi Bagh (West), Landmark: Opp Punjabi Bagh Club, Delhi",28.6670957,77.1271242
"Yukti IVF & GynaecologyJ-1/164, C-1, Block, Landmark: Opposite Metro Pillar Number 404, Rajori Garden Delhi",45.6127424,-121.1751185
"Raheja ClinicSingle Storey, C-25-A, Block C, Vijay Nagar, New Delhi, Delhi, 110009",28.6920636,77.1990686
"Nova IVF FertilityGN-14, Shivaji Enclave, Sector-G, Mehta Chowk, Delhi",28.5844653,77.1245568
"Dr,Rashmi ClinicPunjabi Bagh, Delhi",28.6497364,77.1049369
"0/1, Northwest Avenue Road,next to Club Road, Apts, Punjabi Bagh, New Delhi, Delhi, Landmark: near Pal Mohan apartments, Delhi",28.6657706,77.1251444
"Nova IVF FertilityGN-14, Shivaji Enclave, Sector-G, Mehta Chowk, Delhi",28.5844653,77.1245568
"Cloudnine Hospital - Punjabi Bagh80/1, Northwest Avenue Road,next to Club Road, Apts, Punjabi Bagh, New Delhi, Delhi, Landmark: near Pal Mohan apartments, Delhi",28.6657706,77.1251444
"Cloudnine Hospital - Punjabi Bagh80/1, Northwest Avenue Road,next to Club Road, Apts, Punjabi Bagh, New Delhi, Delhi, Landmark: near Pal Mohan apartments, Delhi",28.6657706,77.1251444
"Cloudnine Hospital - Punjabi Bagh80/1, Northwest Avenue Road,next to Club Road, Apts, Punjabi Bagh, New Delhi, Delhi, Landmark: near Pal Mohan apartments, Delhi",28.6657706,77.1251444
"Cloudnine Hospital - Punjabi Bagh80/1, Northwest Avenue Road,next to Club Road, Apts, Punjabi Bagh, New Delhi, Delhi, Landmark: near Pal Mohan apartments, Delhi",28.6657706,77.1251444
"Cloudnine Hospital - Punjabi Bagh80/1, Northwest Avenue Road,next to Club Road, Apts, Punjabi Bagh, New Delhi, Delhi, Landmark: near Pal Mohan apartments, Delhi",28.6657706,77.1251444
"CK Birla Hospital57/41, Punjabi Bagh (West), Landmark: Opp Punjabi Bagh Club, Delhi",28.6675026,77.1292892
"Dr. Noor Dharmarha ClinicHouse Number 18, Road Number 70,Punjabi Baag Delhi",28.668455,77.1214026
"Nova IVF FertilityGN-14, Shivaji Enclave, Sector-G, Mehta Chowk, Delhi",28.5844653,77.1245568
"Maatritva Gynae And Neuro ClinicHouse Number 227-A,DG2 GROUND FLOOR, Landmark: NEAR TYAGI CHOWK, Delhi",28.6008013,77.1125121
"Apollo Cradle & Children’s HospitalPlot Number 15-A, Shivaji Marg, Najafgarh Road., Landmark: Next to Haldiram, Delhi",28.6616303,77.1478542
"Apollo Cradle & Children’s HospitalPlot Number 15-A, Shivaji Marg, Najafgarh Road., Landmark: Next to Haldiram, Delhi",28.6616303,77.1478542
"Jaypur Golden Hospital Jaipur Golden Hospital. Address - 2, Institutional Area, Sector -III, Rohini, Delhi-110085",28.697727,77.106762
"Prime Uro Gynae Clinic64-65 , G 29, Near sector 3 bus stand, Rohini Sector-3, Landmark: Near Mother Divine public school, Delhi",28.706509,77.1005481
"The Heart Centre353, Pocket C-8, Bhagawan Mahavir Marg, Sector 8C, Landmark: Opposite Saroj Hospital, Madhuban Chowk (Left Turn From Pillar Number 380), Delhi",28.6408523,77.0958119
"Jaipur Golden Hospital RohiniBuilding Number-2, Institutional Area, Near Police Line, Rohini Sector 3-110085 (Institutional Area, Near Police Line)",28.697727,77.106762
"Sehgal Nursing HomeA6, Second Floor, Panchwati, Opp. Azadpur Sabzi Mandi,, Landmark: Metro Pillar No-84, Adarsh Nagar, Delhi",28.7144729,77.1700891
"Ortho & Gynae CentreA-2/38-39, Ground and First Floor , sector -8, , Landmark: Sector - 8 , Delhi",28.7042031,77.1257417
"Dr Karishma 's Gynae Care Clinic116, 1st Floor, Crescent Mall , Near Karim's Restaurant,above Mahalaxmi jewelers DC Chowk, Sector 9, Rohini, Landmark: Mahalakshmi Jewellers, Delhi",28.7187288,77.1224054
"Denovo Gynae Clinic Spine And Pain Management CenterD-12/135, 2nd floor,, Landmark: Rohini East Metro Station, Delhi",28.7079119,77.1222929
"Matritav Gynae And Infertility ClinicNumber B8/194, Landmark: Jaipur Golden Hospital Road, Delhi",28.6356398,77.1020216
"Nidhi Maternity & Gynae ClinicC-10 Ground Floor, Sector 14 Rohini, Delhi, Landmark: Near Balaji Mandir, Delhi",28.7118972,77.1294164
"Dr. Suneet Kaur ClinicFlat Number B-19 , Hil Apartments, Plot Number 17, Delhi",28.7089643,77.121788
"Surya ClinicC4/255, Pocket 4, Sector 6, Shiva Road., Landmark: Infront of Ambedkar Hospital Gate Number 3, Delhi",28.7079814,77.1130222
"Max Super Speciality HospitalC and D Block, Shalimar Place Site, Shalimar Bagh, Landmark: Near Haiderpur Badli Mor Metro Station, Yellow Line, Delhi",28.7279545,77.150372
"Max Super Speciality HospitalC and D Block, Shalimar Place Site, Shalimar Bagh, Landmark: Near Haiderpur Badli Mor Metro Station, Yellow Line, Delhi",28.7279545,77.150372
"SRG Speciality HospitalE-2/241, Landmark: Opposite Metro Pillar Number 170, Delhi",28.582988,77.1587231
"Jain Multispeciality HospitalAE 7 Shalimar Bagh, Landmark: AE Block, Poorbi Shalimar Bag, Delhi",28.7085446,77.1645067
"Neonest HospitalA-1/3 Prashant Vihar, DELHI, Delhi 110085",28.7108484,77.1341577
"Surabhi Clinichounse no-143, sec-2C, Vashundra, Ghaziabad, Uttar Pradesh 201012",28.6702251,77.374349
"Adiva HospitalC-1/C, Green Park Ext Rd, Block B, Green Park Extension, Green Park, New Delhi, Delhi",28.5583837,77.2038851
"Prime HospitalSD- 200, Near CBI Academy, Near Pal Sweets, Shastri Nagar, Ghaziabad-201002 (Near CBI Academy, Near Pal Sweets)",28.6758912,77.4642572
"Snehita Women's Health Clinicno CS22, Snehita Women's Health Clinic Shop, KW Srishti Rd, market, Raj Nagar Extension, Ghaziabad, Uttar Pradesh 201017 (also attached to Cloud Nine)",28.7052714,77.4255093
"Sapra Multispeciality HospitalSapra Hospital Rd, Sector 15A, Hisar, Haryana 125001",29.1366352,75.7123372
"53 Gurudham Calony, , Near Durga Kund, Gurudham Calony, Lane No-4, Gurudham, 221010 (Near Durga Kund)",25.2934121,82.9981025
"St. Joseph HospitalMeerut Rd, Marium Nagar, Sewa Nagar, Ghaziabad, Uttar Pradesh 201003",28.6824389,77.4109169
"Dr. Naini Tandon's ClinicC - 403, Tikonia Park Road, Landmark: Near Charan Guest Home, Nirala Nagar, Daliganj, Lucknow, Uttar Pradesh - 226020, India",26.8793716,80.9367656
"Ayushman MaternitySatya Complex, Opposite Dress Land, Chauraha, Gurudham-221010 (Opposite Dress Land)",25.3125744,82.9495007
"C - 34, Basant Lane, Railway Quarters, , Basant Lane Railway Colony-Paharganj-110055",28.6373471,77.2129712
"Sugandha Nursing Home475, Harjinder Nagar, Lal Bangla, kanpur 208007",26.4142395,80.3909641
"Suswasthyam4/700 Kalrav, Vijyant Khand, Gomti Nagar-226010",26.8699861,81.0221558
"Manipal HospitalOPD-4, Manipal Hospital, Hapur Rd, near NH-24, near Landcraft Golflink, G.Z.B, Navyug Market, Pandav Nagar, Ghaziabad, Uttar Pradesh 201002",28.6543058,77.4188944
"133/50, O Block, Marble Market, Kidwai Nagar, Kanpur, Uttar Pradesh 208011",26.4242412,80.3269544
"Abbas Bagh, Civil Lines, Kalyani, Unnao, Uttar Pradesh 209801",26.555787,80.4773497
"H No. 95, Sector - 15a, Gautam Budh Nagar, , Sector 15-201301",28.5636194,77.3164172
"D-394 Savitri Memoriyel, Shyam Nagar, Kanpur - 208013",26.416349,80.3506773
"Dwarka Hospital5/4, KP Kakkar Rd, near Chandralok Cinema, South Malaka, Prayagraj, Uttar Pradesh 211003",25.4373258,81.8424159
"Apollo HospitalsE-2, Block E, Sector 26, Noida, Uttar Pradesh 201301",28.579466,77.3323734
"AAKASH HOSPITAL(A UNIT OF DR. GABA ASSOCIATE)90/43, Malviya Nagar, New Delhi",28.5350398,77.2122484
"Dr. Akanksha Mishra' ClinicG-2, Krishna Kishori Apartment, K Block, Kidwai Nagar, Kanpur, Uttar Pradesh 208011",26.4207066,80.325243
"Maitri Multispeciality ClinicR k puram, 40 b, Malhaur Railway Station Road, Awadh Vihar Colony, Ashraf Vihar Colony, Chinhat, Lucknow, Uttar Pradesh 226028",26.1221694,81.3236279
"Raj Maternity & Surgical CentreA-10, Ashok Nagar, (Near Holy Child School), Ghaziabad. Ashok Nagar, Nehru Nagar III, Nehru Nagar, Ghaziabad, Uttar Pradesh, India201001",28.6617092,77.4411958
"Flt No. M-503, Sps Heights Ahinsa Khand-2 Near DPS, Indirapuram, Ghaziabad-201014",28.641832,77.3695825
"Kalawati Women Healthcare and Sports Injury Centre35/10, Lukarganj, Allahabad - 211016, Near Lukerganj Police Chowki, Prayagraj",25.4418688,81.8113663
"Phoenix Hospital49/163A, near Placid Hotel, Tagore Town, Prayagraj, Uttar Pradesh 211002",25.4560521,81.8592611
"Harris Ganj, Mirpur Cantonment, Mirpur, Kanpur, Uttar Pradesh 208004",26.4497187,80.3504628
"Genex Path Lab, A-1/2, Tedhi Pulia Ring Rd, near Royal Enfield Show Room, Sector F, Jankipuram, Lucknow, Uttar Pradesh 226021",26.9118739,80.9434857
"Advik Infertility ClinicBank Colony, Modi Nagar, Ghaziabad - 201204",28.8406678,77.5775557
"Prayagraj, Uttar Pradesh",25.4022408,81.7191836
"Woman Pulse Hospital & Research Centre112, Old Vijay Nagar, , Near, Shah Ganj-282010 (Near)",27.2040835,78.0131842
"Get Well HospitalS-19, Nehru Nagar Ghaziabad, Delhi - 201001 (Shalimar Garden Ext-I.near Dayanand Park)",28.6884183,77.3391491
"Meera Singhal Ladies Special HospitalHamilton Rd, George Town, Prayagraj, Uttar Pradesh 211002",25.4492599,81.8546441
"Healing Tree HospitalPlot No -30/1, Near One Square Mall, Shakti Khand 3-Indirapuram-201014 (Near One Square Mall)",28.6496699,77.3609171
"Saroj Super Speciality HospitalMadhuban Chowk, Rohini, Sector 14, New Delhi",28.7059462,77.1263468
"Medison hospitalTedhi Pulia Ring Rd, Near Goel Hero Motors, Near Tedhi pulia, Sector 13, Sector 14, Vikas Nagar, Lucknow, Uttar Pradesh 226022",26.9049489,80.9535954
"Cloudnine HospitalsPlot No: 6B, opp. to Park Inn, Fazalpur, I.P.Extension, Mandawali, New Delhi, Delhi 110092",28.6294602,77.3125673
"116/648, Dwivedi Nagar, Ganesh Nagar, Rawat Pur, Kanpur, Uttar Pradesh 208019",26.4804709,80.2693787
"PMC Hospital Pvt LtdB-1/3-12, , Bhelupur, Ravindrapuri Extension, Near ICICI ATM, Ravindrapuri Road, Durgakund-221004 (Near ICICI ATM)",25.2876826,82.9991679
"S-9, Second Floor, Aditya City Centre, above Kotak Mahindra Bank, Vaibhav Khand, Indirapuram, Ghaziabad, Uttar Pradesh 201014",28.6386374,77.3591158
"E-301, Inder Mohan Bhardwaj Marg, opposite M Block Market, Block E, Greater Kailash II, Greater Kailash, New Delhi, Delhi 110048",28.5371845,77.2390523
"Sector 15 Part 2, Sector 15, Gurugram, Gurgaon-122001",28.461171,77.0407461
"Shaleha Market, GMCH Road, Kamrup Metropolitan,, Bhangagarh, Guwahati, Kamrup-781005, Assam",26.195698,91.5811464
"Rainbow Children's HospitalFC-29, Plot No.5, Geetanjali, Near Malviya Nagar Metro Station Gate No.1 , New Delhi",28.5293365,77.2021133
"INSIDE PASRICHA HOSPITAL AND MATERNITY HOME SCO-1 and 2 NEAR BHUTESHWAR MANDIR,BASAI ROAD GURUGRAM, 122001, Haryana",28.4568442,77.0194619
HOD in IMS & SUM Hospital,20.2832271,85.7671763
"Dr,B.C.Bhunya Clinic, Kapila Prasad ,Bhimatangi Housing Colony, -751002",20.2341198,85.8163082
"Cura, Infront of Amber Showroom, Lingipur",20.2724494,85.7914535
Janani Hospital,17.3939313,78.5276308
"Dr,Veena Panda Clinic,IRC Village,Nayapalli",20.2913228,85.8023633
JeevanDhara Nursing Home,20.4556764,85.9100773
Nisamani Nursing Home,20.4660842,85.8830649
Life Institute of Gastro & Gyno,20.4557107,85.9154458
Asha Nirsing Home,45.5519617,-121.1752462
